task,sample_id,recipe,prompt_strength,gold,prediction,correct,format_target_margin,content_target_margin,format_full_entropy,content_full_entropy,format_dla_curve,content_dla_curve,format_attention_curve,content_attention_curve,prompt_tokens,completion_tokens,format_compliance
strategyqa,1,hash_selfcheck,0.85,yes,no,False,-8.5625,-14.5625,0.24089020490646362,0.24089020490646362,"[2.6263463497161865, 4.45438814163208, 5.294254302978516, 2.753499984741211, 4.40262508392334, 5.734824180603027, 4.501237869262695, 5.592906951904297, 8.396183013916016, 8.327680587768555, 6.454009056091309, 2.8996033668518066, 3.8272664546966553, 7.281457424163818, 8.597018241882324, 8.009866714477539, 9.688762664794922, 7.640334606170654, 12.60600757598877, 12.256340026855469, 14.1370849609375, 14.471309661865234, 15.14506721496582, 9.037381172180176, 10.353628158569336, 12.041954040527344, 13.437982559204102, 16.664945602416992, 13.614744186401367, 13.948899269104004, 14.620039939880371, 17.02204704284668, 48.23444366455078]","[9.087562561035156, 6.207159042358398, 7.233149528503418, 2.2625558376312256, 2.315843343734741, 4.221677780151367, 5.456821441650391, 0.529768705368042, 0.751331090927124, 3.1649436950683594, 3.1125967502593994, 3.7322940826416016, 6.775387763977051, 7.561054229736328, 6.409921646118164, 9.574145317077637, 8.804737091064453, 6.311573028564453, 9.325304985046387, 5.6839070320129395, 10.154471397399902, 9.50747299194336, 10.09237289428711, 10.73086929321289, 8.614337921142578, 9.497052192687988, 9.5093412399292, 10.569634437561035, 12.614436149597168, 14.015229225158691, 9.349576950073242, 11.724672317504883, 42.21802520751953]","[0.08563232421875, 0.09765625, 0.10174560546875, 0.8203125, 0.80322265625, 0.80322265625, 0.7294921875, 0.66015625, 0.595703125, 0.55615234375, 0.56787109375, 0.61474609375, 0.51220703125, 0.66650390625, 0.5263671875, 0.48388671875, 0.5341796875, 0.4384765625, 0.54052734375, 0.6474609375, 0.671875, 0.65771484375, 0.638671875, 0.716796875, 0.70556640625, 0.5888671875, 0.59619140625, 0.603515625, 0.515625, 0.406494140625, 0.373779296875, 0.30810546875]","[0.08563232421875, 0.09765625, 0.10174560546875, 0.8203125, 0.80322265625, 0.80322265625, 0.7294921875, 0.66015625, 0.595703125, 0.55615234375, 0.56787109375, 0.61474609375, 0.51220703125, 0.66650390625, 0.5263671875, 0.48388671875, 0.5341796875, 0.4384765625, 0.54052734375, 0.6474609375, 0.671875, 0.65771484375, 0.638671875, 0.716796875, 0.70556640625, 0.5888671875, 0.59619140625, 0.603515625, 0.515625, 0.406494140625, 0.373779296875, 0.30810546875]",68,25,False
strategyqa,1,answer_first,0.35,yes,no,False,-12.40625,-12.40625,0.27452194690704346,0.27452194690704346,"[4.946242809295654, 3.7187485694885254, 3.2675256729125977, 5.242739677429199, 3.040745496749878, 2.89799165725708, 3.2622463703155518, 4.323941230773926, 9.597372055053711, 8.228439331054688, 6.081690788269043, 1.9651336669921875, 4.003593444824219, 7.6962504386901855, 6.297616004943848, 10.13673210144043, 14.511481285095215, 12.048094749450684, 14.818000793457031, 14.432058334350586, 18.134239196777344, 15.282519340515137, 17.374942779541016, 19.829456329345703, 21.57270050048828, 23.644807815551758, 20.71310043334961, 18.718433380126953, 18.483266830444336, 19.69109535217285, 15.894323348999023, 15.960084915161133, 43.54170227050781]","[4.946242809295654, 3.7187485694885254, 3.2675256729125977, 5.242739677429199, 3.040745496749878, 2.89799165725708, 3.2622463703155518, 4.323941230773926, 9.597372055053711, 8.228439331054688, 6.081690788269043, 1.9651336669921875, 4.003593444824219, 7.6962504386901855, 6.297616004943848, 10.13673210144043, 14.511481285095215, 12.048094749450684, 14.818000793457031, 14.432058334350586, 18.134239196777344, 15.282519340515137, 17.374942779541016, 19.829456329345703, 21.57270050048828, 23.644807815551758, 20.71310043334961, 18.718433380126953, 18.483266830444336, 19.69109535217285, 15.894323348999023, 15.960084915161133, 43.54170227050781]","[0.2447509765625, 0.300537109375, 0.31103515625, 0.8388671875, 0.880859375, 0.869140625, 0.80517578125, 0.80712890625, 0.7529296875, 0.734375, 0.7470703125, 0.7900390625, 0.712890625, 0.7724609375, 0.6279296875, 0.60498046875, 0.66552734375, 0.720703125, 0.751953125, 0.7744140625, 0.76123046875, 0.751953125, 0.76025390625, 0.689453125, 0.68310546875, 0.61083984375, 0.703125, 0.64013671875, 0.572265625, 0.3837890625, 0.377685546875, 0.339599609375]","[0.2447509765625, 0.300537109375, 0.31103515625, 0.8388671875, 0.880859375, 0.869140625, 0.80517578125, 0.80712890625, 0.7529296875, 0.734375, 0.7470703125, 0.7900390625, 0.712890625, 0.7724609375, 0.6279296875, 0.60498046875, 0.66552734375, 0.720703125, 0.751953125, 0.7744140625, 0.76123046875, 0.751953125, 0.76025390625, 0.689453125, 0.68310546875, 0.61083984375, 0.703125, 0.64013671875, 0.572265625, 0.3837890625, 0.377685546875, 0.339599609375]",27,25,False
strategyqa,1,answer_first_xml,0.8,yes,,False,-9.34375,-18.28125,0.014867953024804592,0.014867953024804592,"[2.6263463497161865, 4.692577838897705, 5.041309833526611, 2.993723154067993, 4.654239654541016, 4.621602535247803, 0.3673743009567261, 1.8958014249801636, 6.929659843444824, 4.3652143478393555, 3.2220065593719482, 1.8373521566390991, 4.139900207519531, 8.135649681091309, 7.905272960662842, 5.995771408081055, 7.7952375411987305, 6.322700500488281, 8.326504707336426, 10.151153564453125, 13.134854316711426, 15.10022258758545, 16.71164894104004, 14.661667823791504, 18.0103759765625, 19.220773696899414, 20.347904205322266, 23.973529815673828, 18.913679122924805, 18.289016723632812, 18.381488800048828, 21.02587890625, 50.83955383300781]","[9.087562561035156, 6.271134853363037, 7.739985466003418, 2.827610492706299, 2.5090909004211426, 3.6156420707702637, 2.725449562072754, 1.8594880104064941, 1.2738311290740967, -1.0683399438858032, 1.1867446899414062, 2.3747310638427734, 2.670346975326538, 5.589005470275879, 1.168975830078125, -1.0187408924102783, -0.016525745391845703, -1.146573781967163, 0.41118061542510986, 0.5217799544334412, 3.790085792541504, 4.508529186248779, 3.3703386783599854, 4.167210578918457, 5.628779888153076, 7.291800498962402, 5.965936183929443, 3.6641740798950195, 6.850974082946777, 8.091490745544434, 9.130616188049316, 11.509397506713867, 41.94902038574219]","[0.11077880859375, 0.03448486328125, 0.0269622802734375, 0.79150390625, 0.8125, 0.76806640625, 0.74462890625, 0.67578125, 0.677734375, 0.54443359375, 0.6767578125, 0.53857421875, 0.57373046875, 0.64111328125, 0.443359375, 0.4453125, 0.51025390625, 0.47705078125, 0.58837890625, 0.63623046875, 0.74072265625, 0.677734375, 0.619140625, 0.6552734375, 0.7373046875, 0.59423828125, 0.564453125, 0.62255859375, 0.5419921875, 0.393310546875, 0.2281494140625, 0.13623046875]","[0.11077880859375, 0.03448486328125, 0.0269622802734375, 0.79150390625, 0.8125, 0.76806640625, 0.74462890625, 0.67578125, 0.677734375, 0.54443359375, 0.6767578125, 0.53857421875, 0.57373046875, 0.64111328125, 0.443359375, 0.4453125, 0.51025390625, 0.47705078125, 0.58837890625, 0.63623046875, 0.74072265625, 0.677734375, 0.619140625, 0.6552734375, 0.7373046875, 0.59423828125, 0.564453125, 0.62255859375, 0.5419921875, 0.393310546875, 0.2281494140625, 0.13623046875]",58,25,False
strategyqa,1,verbose_xml,1.0,yes,no,False,-8.25,-11.125,0.11490905284881592,0.11490905284881592,"[2.6263463497161865, 4.70343017578125, 5.691822052001953, 3.2740232944488525, 4.704463005065918, 5.248907089233398, 4.730672836303711, 5.702510356903076, 8.04987907409668, 5.655355453491211, 3.8092198371887207, 3.1053194999694824, 3.5656137466430664, 7.252850532531738, 9.251344680786133, 7.129243850708008, 9.511805534362793, 8.100262641906738, 13.311697959899902, 13.224047660827637, 14.623191833496094, 16.693567276000977, 16.968603134155273, 11.210878372192383, 13.43126106262207, 15.130435943603516, 17.319595336914062, 20.58300018310547, 17.866626739501953, 16.378028869628906, 16.870880126953125, 20.364404678344727, 49.281883239746094]","[9.087562561035156, 6.31058406829834, 7.424688339233398, 3.083387613296509, 2.189802646636963, 4.027604103088379, 3.0404698848724365, 0.22668862342834473, 1.5980277061462402, 4.342067718505859, 3.927504539489746, 6.511836051940918, 7.660830974578857, 10.510476112365723, 8.140591621398926, 10.795059204101562, 11.38766098022461, 8.8683500289917, 11.191715240478516, 8.33393383026123, 13.089232444763184, 11.349705696105957, 15.469841003417969, 16.356117248535156, 14.07912540435791, 15.50232982635498, 14.930234909057617, 17.130002975463867, 17.94638442993164, 19.250568389892578, 17.886478424072266, 19.62427520751953, 46.57424545288086]","[0.10760498046875, 0.0892333984375, 0.0809326171875, 0.83154296875, 0.77685546875, 0.81982421875, 0.7080078125, 0.67822265625, 0.623046875, 0.5693359375, 0.58935546875, 0.5859375, 0.4716796875, 0.59130859375, 0.468017578125, 0.489501953125, 0.48046875, 0.46240234375, 0.6025390625, 0.63232421875, 0.6689453125, 0.6669921875, 0.69091796875, 0.7294921875, 0.689453125, 0.6474609375, 0.64599609375, 0.70068359375, 0.56396484375, 0.4326171875, 0.341552734375, 0.24853515625]","[0.10760498046875, 0.0892333984375, 0.0809326171875, 0.83154296875, 0.77685546875, 0.81982421875, 0.7080078125, 0.67822265625, 0.623046875, 0.5693359375, 0.58935546875, 0.5859375, 0.4716796875, 0.59130859375, 0.468017578125, 0.489501953125, 0.48046875, 0.46240234375, 0.6025390625, 0.63232421875, 0.6689453125, 0.6669921875, 0.69091796875, 0.7294921875, 0.689453125, 0.6474609375, 0.64599609375, 0.70068359375, 0.56396484375, 0.4326171875, 0.341552734375, 0.24853515625]",59,25,False
strategyqa,2,baseline_plain,0.0,yes,no,False,-7.5,-7.5,0.29651176929473877,0.29651176929473877,"[8.236331939697266, 2.54436993598938, 5.537435054779053, 5.683916091918945, 5.718332767486572, 6.86513614654541, 7.5874247550964355, 11.627681732177734, 10.102079391479492, 12.61142349243164, 12.286561965942383, 5.888797760009766, 6.839993000030518, 10.854994773864746, 8.133064270019531, 8.195250511169434, 15.533180236816406, 10.478950500488281, 16.283985137939453, 19.053678512573242, 21.478731155395508, 21.12518310546875, 37.588478088378906, 38.5771598815918, 37.546104431152344, 32.888031005859375, 31.392105102539062, 29.083986282348633, 26.532896041870117, 28.448261260986328, 26.840187072753906, 23.238988876342773, 49.38219451904297]","[8.236331939697266, 2.54436993598938, 5.537435054779053, 5.683916091918945, 5.718332767486572, 6.86513614654541, 7.5874247550964355, 11.627681732177734, 10.102079391479492, 12.61142349243164, 12.286561965942383, 5.888797760009766, 6.839993000030518, 10.854994773864746, 8.133064270019531, 8.195250511169434, 15.533180236816406, 10.478950500488281, 16.283985137939453, 19.053678512573242, 21.478731155395508, 21.12518310546875, 37.588478088378906, 38.5771598815918, 37.546104431152344, 32.888031005859375, 31.392105102539062, 29.083986282348633, 26.532896041870117, 28.448261260986328, 26.840187072753906, 23.238988876342773, 49.38219451904297]","[0.169921875, 0.1495361328125, 0.2239990234375, 0.389404296875, 0.3984375, 0.57177734375, 0.6298828125, 0.708984375, 0.744140625, 0.708984375, 0.7578125, 0.71923828125, 0.7685546875, 0.73095703125, 0.67333984375, 0.70751953125, 0.65966796875, 0.66357421875, 0.63134765625, 0.7021484375, 0.76416015625, 0.73828125, 0.73828125, 0.77880859375, 0.814453125, 0.74267578125, 0.72900390625, 0.76171875, 0.63671875, 0.62060546875, 0.54150390625, 0.4287109375]","[0.169921875, 0.1495361328125, 0.2239990234375, 0.389404296875, 0.3984375, 0.57177734375, 0.6298828125, 0.708984375, 0.744140625, 0.708984375, 0.7578125, 0.71923828125, 0.7685546875, 0.73095703125, 0.67333984375, 0.70751953125, 0.65966796875, 0.66357421875, 0.63134765625, 0.7021484375, 0.76416015625, 0.73828125, 0.73828125, 0.77880859375, 0.814453125, 0.74267578125, 0.72900390625, 0.76171875, 0.63671875, 0.62060546875, 0.54150390625, 0.4287109375]",34,25,False
strategyqa,2,hash_plain,0.15,yes,no,False,-5.34375,-5.34375,1.2544962167739868,1.2544962167739868,"[8.236331939697266, 2.490591049194336, 4.938681602478027, 5.167532920837402, 5.190236568450928, 6.178694725036621, 4.025615692138672, 7.918863296508789, 7.993594169616699, 12.357275009155273, 11.997077941894531, 10.534406661987305, 11.87902545928955, 15.549205780029297, 11.527547836303711, 12.775191307067871, 21.840240478515625, 16.76427459716797, 25.014320373535156, 27.773738861083984, 27.723880767822266, 24.291486740112305, 42.12174606323242, 39.9501838684082, 39.43895721435547, 33.41364669799805, 32.272972106933594, 31.94024085998535, 28.15461540222168, 29.09920883178711, 27.852428436279297, 24.385011672973633, 50.02809143066406]","[8.236331939697266, 2.490591049194336, 4.938681602478027, 5.167532920837402, 5.190236568450928, 6.178694725036621, 4.025615692138672, 7.918863296508789, 7.993594169616699, 12.357275009155273, 11.997077941894531, 10.534406661987305, 11.87902545928955, 15.549205780029297, 11.527547836303711, 12.775191307067871, 21.840240478515625, 16.76427459716797, 25.014320373535156, 27.773738861083984, 27.723880767822266, 24.291486740112305, 42.12174606323242, 39.9501838684082, 39.43895721435547, 33.41364669799805, 32.272972106933594, 31.94024085998535, 28.15461540222168, 29.09920883178711, 27.852428436279297, 24.385011672973633, 50.02809143066406]","[0.170166015625, 0.1746826171875, 0.23876953125, 0.389892578125, 0.40087890625, 0.580078125, 0.67431640625, 0.71826171875, 0.7578125, 0.7333984375, 0.77734375, 0.73193359375, 0.73828125, 0.734375, 0.638671875, 0.6728515625, 0.6162109375, 0.6923828125, 0.58544921875, 0.64453125, 0.7080078125, 0.705078125, 0.70166015625, 0.763671875, 0.7802734375, 0.7412109375, 0.716796875, 0.7666015625, 0.63232421875, 0.6025390625, 0.52392578125, 0.42919921875]","[0.170166015625, 0.1746826171875, 0.23876953125, 0.389892578125, 0.40087890625, 0.580078125, 0.67431640625, 0.71826171875, 0.7578125, 0.7333984375, 0.77734375, 0.73193359375, 0.73828125, 0.734375, 0.638671875, 0.6728515625, 0.6162109375, 0.6923828125, 0.58544921875, 0.64453125, 0.7080078125, 0.705078125, 0.70166015625, 0.763671875, 0.7802734375, 0.7412109375, 0.716796875, 0.7666015625, 0.63232421875, 0.6025390625, 0.52392578125, 0.42919921875]",35,25,False
strategyqa,2,hash_roomy,0.25,yes,no,False,-6.375,-6.375,1.2572447061538696,1.2572447061538696,"[8.236331939697266, 2.329172134399414, 4.291047096252441, 4.980541706085205, 6.72788143157959, 7.2379631996154785, 4.49842643737793, 7.393414497375488, 7.789934158325195, 13.149969100952148, 11.455770492553711, 10.474894523620605, 12.425124168395996, 15.591402053833008, 12.182418823242188, 12.391820907592773, 19.299280166625977, 14.298368453979492, 22.013015747070312, 25.623950958251953, 26.392108917236328, 22.29598617553711, 41.65947341918945, 39.523712158203125, 38.73260498046875, 32.5313720703125, 31.39356231689453, 30.583951950073242, 26.66938591003418, 27.61806297302246, 26.52724838256836, 23.05974578857422, 49.20981216430664]","[8.236331939697266, 2.329172134399414, 4.291047096252441, 4.980541706085205, 6.72788143157959, 7.2379631996154785, 4.49842643737793, 7.393414497375488, 7.789934158325195, 13.149969100952148, 11.455770492553711, 10.474894523620605, 12.425124168395996, 15.591402053833008, 12.182418823242188, 12.391820907592773, 19.299280166625977, 14.298368453979492, 22.013015747070312, 25.623950958251953, 26.392108917236328, 22.29598617553711, 41.65947341918945, 39.523712158203125, 38.73260498046875, 32.5313720703125, 31.39356231689453, 30.583951950073242, 26.66938591003418, 27.61806297302246, 26.52724838256836, 23.05974578857422, 49.20981216430664]","[0.1627197265625, 0.1605224609375, 0.223876953125, 0.38720703125, 0.400634765625, 0.56884765625, 0.66064453125, 0.70654296875, 0.75244140625, 0.72705078125, 0.78173828125, 0.7138671875, 0.72119140625, 0.6845703125, 0.599609375, 0.62744140625, 0.61181640625, 0.63525390625, 0.57275390625, 0.60107421875, 0.6796875, 0.677734375, 0.69091796875, 0.74609375, 0.77294921875, 0.7353515625, 0.71044921875, 0.7490234375, 0.63623046875, 0.59521484375, 0.55224609375, 0.43798828125]","[0.1627197265625, 0.1605224609375, 0.223876953125, 0.38720703125, 0.400634765625, 0.56884765625, 0.66064453125, 0.70654296875, 0.75244140625, 0.72705078125, 0.78173828125, 0.7138671875, 0.72119140625, 0.6845703125, 0.599609375, 0.62744140625, 0.61181640625, 0.63525390625, 0.57275390625, 0.60107421875, 0.6796875, 0.677734375, 0.69091796875, 0.74609375, 0.77294921875, 0.7353515625, 0.71044921875, 0.7490234375, 0.63623046875, 0.59521484375, 0.55224609375, 0.43798828125]",37,25,False
strategyqa,2,hash_think,0.45,yes,no,False,-8.375,-8.375,1.359086036682129,1.359086036682129,"[8.236331939697266, 2.2520804405212402, 4.377572059631348, 4.736693382263184, 7.274301528930664, 7.422272682189941, 5.1139726638793945, 8.456748008728027, 8.726102828979492, 11.061893463134766, 10.710994720458984, 8.841984748840332, 10.807010650634766, 13.276802062988281, 11.142912864685059, 10.803511619567871, 20.075828552246094, 13.648762702941895, 19.255577087402344, 23.442630767822266, 25.989669799804688, 22.96109390258789, 39.89533996582031, 37.7497444152832, 36.13872528076172, 30.7132568359375, 29.268207550048828, 27.917638778686523, 25.433162689208984, 25.00396728515625, 24.22430992126465, 21.9191837310791, 47.46717071533203]","[8.236331939697266, 2.2520804405212402, 4.377572059631348, 4.736693382263184, 7.274301528930664, 7.422272682189941, 5.1139726638793945, 8.456748008728027, 8.726102828979492, 11.061893463134766, 10.710994720458984, 8.841984748840332, 10.807010650634766, 13.276802062988281, 11.142912864685059, 10.803511619567871, 20.075828552246094, 13.648762702941895, 19.255577087402344, 23.442630767822266, 25.989669799804688, 22.96109390258789, 39.89533996582031, 37.7497444152832, 36.13872528076172, 30.7132568359375, 29.268207550048828, 27.917638778686523, 25.433162689208984, 25.00396728515625, 24.22430992126465, 21.9191837310791, 47.46717071533203]","[0.11865234375, 0.13134765625, 0.18017578125, 0.376708984375, 0.392822265625, 0.5576171875, 0.63916015625, 0.67041015625, 0.6787109375, 0.69677734375, 0.77685546875, 0.6494140625, 0.74560546875, 0.64111328125, 0.52880859375, 0.5546875, 0.6025390625, 0.57763671875, 0.568359375, 0.56689453125, 0.6455078125, 0.63818359375, 0.6708984375, 0.7431640625, 0.75732421875, 0.74609375, 0.697265625, 0.73291015625, 0.6513671875, 0.580078125, 0.3583984375, 0.26904296875]","[0.11865234375, 0.13134765625, 0.18017578125, 0.376708984375, 0.392822265625, 0.5576171875, 0.63916015625, 0.67041015625, 0.6787109375, 0.69677734375, 0.77685546875, 0.6494140625, 0.74560546875, 0.64111328125, 0.52880859375, 0.5546875, 0.6025390625, 0.57763671875, 0.568359375, 0.56689453125, 0.6455078125, 0.63818359375, 0.6708984375, 0.7431640625, 0.75732421875, 0.74609375, 0.697265625, 0.73291015625, 0.6513671875, 0.580078125, 0.3583984375, 0.26904296875]",50,25,False
strategyqa,2,hash_xml_think,0.7,yes,,False,-8.53125,-16.0625,0.1473609209060669,0.1473609209060669,"[2.6263463497161865, 4.7230987548828125, 5.568660736083984, 2.843315601348877, 4.374336242675781, 4.7721757888793945, 4.634603500366211, 5.665410041809082, 7.109402179718018, 5.660711288452148, 3.7818617820739746, 2.9993581771850586, 3.2314939498901367, 5.907962799072266, 7.3058390617370605, 5.806131839752197, 8.088863372802734, 6.456886291503906, 11.635113716125488, 12.331316947937012, 13.456456184387207, 15.57564926147461, 15.801595687866211, 8.95378589630127, 10.907879829406738, 12.682336807250977, 15.102887153625488, 19.171581268310547, 15.961048126220703, 14.790637969970703, 15.71381950378418, 19.695877075195312, 49.23223114013672]","[9.087562561035156, 6.25812292098999, 7.252992630004883, 2.9303500652313232, 2.8853888511657715, 5.320448875427246, 3.323749542236328, 0.9180150032043457, 1.4488179683685303, 4.798011779785156, 4.834744453430176, 6.983218193054199, 7.839616775512695, 7.794511795043945, 5.358044624328613, 9.183917045593262, 9.242292404174805, 7.6831746101379395, 9.713109016418457, 5.989884853363037, 8.167852401733398, 7.822032451629639, 7.526819705963135, 8.970479965209961, 7.2003936767578125, 9.15583324432373, 9.259655952453613, 8.285957336425781, 9.831470489501953, 10.753458023071289, 9.401277542114258, 11.197542190551758, 41.725311279296875]","[0.09320068359375, 0.1158447265625, 0.106201171875, 0.355712890625, 0.34814453125, 0.51123046875, 0.53759765625, 0.57666015625, 0.6318359375, 0.5380859375, 0.5703125, 0.556640625, 0.4453125, 0.55419921875, 0.474365234375, 0.406494140625, 0.482666015625, 0.449462890625, 0.568359375, 0.65283203125, 0.68408203125, 0.66796875, 0.6455078125, 0.73486328125, 0.72705078125, 0.6494140625, 0.625, 0.689453125, 0.55615234375, 0.3642578125, 0.27783203125, 0.1895751953125]","[0.09320068359375, 0.1158447265625, 0.106201171875, 0.355712890625, 0.34814453125, 0.51123046875, 0.53759765625, 0.57666015625, 0.6318359375, 0.5380859375, 0.5703125, 0.556640625, 0.4453125, 0.55419921875, 0.474365234375, 0.406494140625, 0.482666015625, 0.449462890625, 0.568359375, 0.65283203125, 0.68408203125, 0.66796875, 0.6455078125, 0.73486328125, 0.72705078125, 0.6494140625, 0.625, 0.689453125, 0.55615234375, 0.3642578125, 0.27783203125, 0.1895751953125]",65,25,False
strategyqa,2,hash_selfcheck,0.85,yes,no,False,-9.0625,-15.0,0.2889072597026825,0.2889072597026825,"[2.6263463497161865, 4.493248462677002, 5.346704959869385, 2.6521992683410645, 4.187793731689453, 5.720668315887451, 4.382626533508301, 5.26865291595459, 8.025569915771484, 7.6919450759887695, 6.603827476501465, 3.0311050415039062, 3.727968215942383, 7.042466163635254, 8.30831241607666, 7.505454063415527, 9.363426208496094, 7.526659965515137, 12.197433471679688, 12.128730773925781, 14.34002685546875, 14.822677612304688, 16.114727020263672, 9.873224258422852, 11.113170623779297, 12.52554988861084, 13.977960586547852, 16.57317352294922, 13.142322540283203, 13.326404571533203, 14.311491966247559, 17.272275924682617, 47.886741638183594]","[9.087562561035156, 6.222448825836182, 7.274984359741211, 2.5276830196380615, 2.6781156063079834, 5.246297836303711, 5.7617878913879395, 0.9538266658782959, 1.03383469581604, 3.2529196739196777, 2.943601131439209, 3.3530454635620117, 6.5906877517700195, 7.442837715148926, 6.305581569671631, 9.113924026489258, 9.088438034057617, 6.891100883483887, 9.24631118774414, 5.182031631469727, 9.739965438842773, 9.46268081665039, 10.121038436889648, 11.054089546203613, 9.266546249389648, 9.670696258544922, 9.766103744506836, 9.78335189819336, 11.436554908752441, 12.886856079101562, 9.404189109802246, 11.400224685668945, 41.89731979370117]","[0.078857421875, 0.09564208984375, 0.08917236328125, 0.356689453125, 0.3544921875, 0.50244140625, 0.55908203125, 0.5615234375, 0.6025390625, 0.57177734375, 0.56298828125, 0.626953125, 0.5107421875, 0.6337890625, 0.517578125, 0.49658203125, 0.5244140625, 0.4150390625, 0.51513671875, 0.640625, 0.68115234375, 0.62255859375, 0.59375, 0.6943359375, 0.6865234375, 0.5693359375, 0.56201171875, 0.56591796875, 0.5068359375, 0.36865234375, 0.2379150390625, 0.188720703125]","[0.078857421875, 0.09564208984375, 0.08917236328125, 0.356689453125, 0.3544921875, 0.50244140625, 0.55908203125, 0.5615234375, 0.6025390625, 0.57177734375, 0.56298828125, 0.626953125, 0.5107421875, 0.6337890625, 0.517578125, 0.49658203125, 0.5244140625, 0.4150390625, 0.51513671875, 0.640625, 0.68115234375, 0.62255859375, 0.59375, 0.6943359375, 0.6865234375, 0.5693359375, 0.56201171875, 0.56591796875, 0.5068359375, 0.36865234375, 0.2379150390625, 0.188720703125]",75,25,False
strategyqa,2,answer_first,0.35,yes,no,False,-13.6875,-13.6875,0.16775822639465332,0.16775822639465332,"[5.183358669281006, 2.1841840744018555, 2.527953863143921, 2.5428876876831055, 0.45571279525756836, 0.2510404586791992, 0.6868732571601868, 0.050397515296936035, 3.6819698810577393, 2.4376511573791504, 2.6922104358673096, 1.1663789749145508, 1.8629652261734009, 2.3313233852386475, 2.350128412246704, 3.53031063079834, 6.871286392211914, 7.164081573486328, 9.464780807495117, 8.900215148925781, 11.248245239257812, 7.623957633972168, 10.488138198852539, 11.964550971984863, 11.407268524169922, 11.93115520477295, 10.136157989501953, 7.101072788238525, 11.434525489807129, 13.253034591674805, 11.896465301513672, 14.489059448242188, 43.4964599609375]","[5.183358669281006, 2.1841840744018555, 2.527953863143921, 2.5428876876831055, 0.45571279525756836, 0.2510404586791992, 0.6868732571601868, 0.050397515296936035, 3.6819698810577393, 2.4376511573791504, 2.6922104358673096, 1.1663789749145508, 1.8629652261734009, 2.3313233852386475, 2.350128412246704, 3.53031063079834, 6.871286392211914, 7.164081573486328, 9.464780807495117, 8.900215148925781, 11.248245239257812, 7.623957633972168, 10.488138198852539, 11.964550971984863, 11.407268524169922, 11.93115520477295, 10.136157989501953, 7.101072788238525, 11.434525489807129, 13.253034591674805, 11.896465301513672, 14.489059448242188, 43.4964599609375]","[0.1971435546875, 0.27099609375, 0.257080078125, 0.375, 0.386962890625, 0.55029296875, 0.61279296875, 0.68896484375, 0.74755859375, 0.75146484375, 0.73193359375, 0.77734375, 0.697265625, 0.77587890625, 0.619140625, 0.6181640625, 0.64892578125, 0.708984375, 0.7451171875, 0.7626953125, 0.767578125, 0.7294921875, 0.73779296875, 0.6953125, 0.685546875, 0.595703125, 0.689453125, 0.615234375, 0.5615234375, 0.36767578125, 0.32470703125, 0.28173828125]","[0.1971435546875, 0.27099609375, 0.257080078125, 0.375, 0.386962890625, 0.55029296875, 0.61279296875, 0.68896484375, 0.74755859375, 0.75146484375, 0.73193359375, 0.77734375, 0.697265625, 0.77587890625, 0.619140625, 0.6181640625, 0.64892578125, 0.708984375, 0.7451171875, 0.7626953125, 0.767578125, 0.7294921875, 0.73779296875, 0.6953125, 0.685546875, 0.595703125, 0.689453125, 0.615234375, 0.5615234375, 0.36767578125, 0.32470703125, 0.28173828125]",34,25,False
